anchor,positive
"εἰ γὰρ καὶ ὡς γράμματά εἰσιν ὑμῖν ταῦτα, ὡς ψεύδεσθε, τῆς ἐπὶ Θεὸν θεωρίας, οὐ δίκαιον τὰ σημαίνοντα τοῦ σημαινομένου προτιμᾷν.","εἰ καὶ γράμμασι τούτοις χρῆσθε, ψευδεῖς ἐστὲ τῆς θείας θεωρίας· οὐ γὰρ δεῖ τὰ σύμβολα τοῦ νοουμένου ὑπερέχειν."
"αὐτὸς δὲ ἐπὶ πάντων, ἡγεμών τε καὶ βασιλεὺς καὶ σύστασις γινόμενος τῶν πάντων, τὰ πάντα πρὸς δόξαν καὶ γνῶσιν τοῦ ἑαυτοῦ Πατρὸς ἐργάζεται, μονονουχὶ διὰ τῶν γιγνομένων ἔργων αὐτοῦ διδάσκων καὶ λέγων.","Οἶσαι, αὐτὸς ὡς ἄρχων πάντων καὶ βασιλεὺς, πάντα συνίστησιν. Οὐκ ἀλαλάζει μηδὲ πολλὰ λέγει· μᾶλλον ἀφίησι τὰ γιγνόμενα, τὰ αὐτοῦ ποιήματα, ὡς ἀπαύστως δηλοῖν τίς ἐστιν. ὡς ἐκείνῳ ἀπαύστως λέγειν, ὅτι πᾶν τὸ ὁρῶμενον πεποίηται πρὸς τὴν δόξαν καὶ τὴν γνῶσιν τοῦ Πατρὸς αὐτοῦ τοῦ ἀρχομένου ἅπαντα· ἔστιν οὕτως ἡσυχία τε καὶ ἀπλότης τὸ διδάσκειν, μηδὲ ὑπὲρ μέτρον φανερῶς ἀπιπτόμενος."
"Τίνα γὰρ ἄλλην αὐτοῖς γλύφοντες ἐπιβάλλουσι μορφὴν ἢ τὴν ἀρρένων καὶ γυναικῶν, καὶ τῶν ἔτι κατωτέρω τούτων καὶ ἀλόγων ὄντων τὴν φύσιν πετεινῶν παντοίων, τετραπόδων ἡμέρων τε καὶ ἀγρίων, καὶ ἑρπετῶν, ὅσα γῆ καὶ θάλαττα καὶ πᾶσα τῶν ὑδάτων ἡ φύσις φέρει; εἰς γὰρ τὴν τῶν παθῶν καὶ ἡδονῶν ἀλογίαν πεσόντες οἱ ἄνθρωποι, καὶ πλέον οὐδὲν ὁρῶντες ἢ ἡδονὰς καὶ σαρκὸς ἐπιθυμίας, ὡς ἐν τούτοις τοῖς ἀλόγοις τὴν διάνοιαν ἔχοντες, ἐν ἀλόγοις καὶ τὸ Θεῖον ἀνεπλάσαντο κατὰ τὴν ποικιλίαν τῶν παθῶν ἑαυτῶν, καὶ θεοὺς τοσούτους γλύψαντες.","ποίας γὰρ μορφὰς εἰδώλοις ἐπινοοῦσιν, εἰ μὴ ἀνδρῶν καὶ γυναικῶν, ἢ θηρίων καὶ πετεινῶν, ἢ ἑρπετῶν θαλασσίων; ταῖς γὰρ ἡδοναῖς ἐκπεσόντες, καὶ οὐδὲν πλέον τῶν ἀλόγων ζῴων φρονοῦντες, κατ’ ἐκεῖνα καὶ θεοὺς ἐπλάσαντο, ποικίλοις πάθεσιν ἑαυτοὺς δουλώσαντες."
"Ἀεὶ γὰρ τῶν γινομένων τὰ μὲν ἐκ φύσεως ἡμῖν ἐπιγίνεται, οἷον γῆρας καὶ ἀσθένειαι· τὰ δὲ ἀπὸ ταυτομάτου, οἷον αἱ ἄλογοι περιπτώσεις ἀλλοτρίαις ἀρχαῖς ἐπισυμβαίνουσαι, σκυθρωπῶν τινων πολλάκις ἢ καὶ τῶν φαιδροτέρων· ὡς τῷ φρέαρ ὀρύσσοντι ἡ τοῦ θησαυροῦ εὕρεσις, ἢ τῷ πρὸς τὴν ἀγορὰν ὡρμημένῳ ἡ τοῦ λυσσῶντος κυνὸς ἔντευξις· τὰ δὲ ἐφ' ἡμῖν τυγχάνει, ὡς τὸ κρατῆσαι τῶν ἐπιθυμιῶν, ἢ μὴ κολάσαι τὰς ἡδονάς· ὡς τὸ κατασχεῖν ὀργῆς, ἢ χεῖρας ἐπαφεῖναι τῷ παροξύναντι· ἀληθεύειν, ἢ ψεύδεσθαι· ἐπιεικῆ τὸ ἦθος εἶναι καὶ μέτριον, ἢ ὑπέρογκον καὶ ἀλαζονείαις ὑπεραιρόμενον.","Αἰεὶ γὰρ τῶν συμβαινόντων τὰ μὲν φύσει παρ᾽ ἡμᾶς γίγνεται, οἷον γῆρας καὶ νόσοι· τὰ δὲ τυχικῶς καὶ ἀλόγως παρὰ τὸ εἰκὸς γίγνεται, ὥσπερ ὁ εὑρίσκων χρυσὸν σκάπτων γῆν, ἢ ὁ βαδίζων καὶ ξυντυγχάνων θηρίῳ ἀγρίῳ· τὰ δ᾽ ἐφ᾽ ἡμῖν αὐτοῖς ἐστίν, οἷον σωφρονεῖν, τὰ πάθη κρατεῖν, ἀψευδεῖς εἶναι, ἢ τὸ ἦθος εὔκολον καὶ σὺν μέτρῳ ἔχειν."
"Γένοιτο δὲ ὑμῖν καὶ ἐν τῇ μεταλήψει τῆς τροφῆς ἐπιτραπέζια διηγήματα, ὅσα τε ἕωθεν ὑμῖν, καὶ ὅσα κατὰ τὴν ἑσπέραν ἐπῆλθεν ὁ λόγος· καὶ ταῖς περὶ τούτων ἐννοίαις ὑπὸ τοῦ ὕπνου καταληφθέντες, τῆς μεθημερινῆς εὐφροσύνης καὶ καθεύδοντες ἀπολαύσοιτε, ἵνα ἐξῇ ὑμῖν λέγειν, Ἐγὼ καθεύδω, καὶ ἡ καρδία μου ἀγρυπνεῖ, μελετῶσα νυκτὸς καὶ ἡμέρας ἐν τῷ νόμῳ Κυρίου, ᾧ ἡ δόξα καὶ τὸ κράτος εἰς τοὺς αἰῶνας τῶν αἰώνων.","Καὶ ἐν τῇ βρώσει διηγήματα χαρίεντα λέγεσθε, ἵνα καὶ ὑπνῶντες ἡδέως διατελῆτε, καὶ νυκτὸς τὸν θείον νόμον ἐνθυμεῖσθε."
"Ἐκ δὲ τούτου αὐτοῖς ὑπάρχει ἀρνεῖσθαι μὲν τὸν μέγαν Θεὸν τῆς συστάσεως τῶν ὄντων προεστηκέναι, οἷον δὲ ἐράνου τινὸς πληρωτὴν, ὀλίγην τινὰ μοῖραν εἰς τὴν τῶν ὄντων γένεσιν παρ' ἑαυτοῦ συμβεβλῆσθαι· οὐ δυνηθέντες διὰ λογισμῶν ταπεινότητα πρὸς τὸ ὕψος ἀπιδεῖν τῆς ἀληθείας· ὅτι ἐνταῦθα μὲν αἱ τέχναι τῶν ὑλῶν ὕστεραι, διὰ τὸ ἀναγκαῖον τῆς χρείας παρεισαχθεῖσαι τῷ βίῳ.","Ἐξ αὐτοῦ δὲ τυγχάνει τοῖς τοιούτοις τὸν Θεὸν μικρὸν ἡγεῖσθαι καὶ μὴ δημιουργὸν τῶν ὅλων, ὡς καὶ μέρος μόνον τι συμβαλόντα, διὰ τὸ μὴ δύνασθαι τῇ διανοίᾳ τὸ θεῖον κατανοῆσαι· τὰς δὲ τέχνας ὕστερον τῆς ὕλης ἐπεισελθεῖν νομίζουσιν."
"Ἡ οὖν αὐτὴ αἰτία, καὶ τοῦ μὴ ὁρᾶσθαι, καὶ τοῦ ἀκατασκεύαστον εἶναι· εἴπερ κατασκευὴ γῆς, ὁ οἰκεῖος αὐτῇ καὶ κατὰ φύσιν κόσμος, λήϊα μὲν ταῖς κοιλότησιν ἐγκυμαίνοντα, λειμῶνες χλοάζοντες καὶ ποικίλοις ἄνθεσι βρύοντες, νάπαι εὐθαλεῖς, καὶ ὀρῶν κορυφαὶ ταῖς ὕλαις κατάσκιοι· ὧν οὐδὲν εἶχεν οὐδέπω· ὠδίνουσα μὲν τὴν πάντων γένεσιν διὰ τὴν ἐναποτεθεῖσαν αὐτῇ παρὰ τοῦ δημιουργοῦ δύναμιν, ἀναμένουσα δὲ τοὺς καθήκοντας χρόνους, ἵνα τῷ θείῳ κελεύσματι προαγάγῃ ἑαυτῆς εἰς φανερὸν τὰ κυήματα.","Ἀόρατον καὶ ἄμορφον τὸ πρᾶγμα, φύσει ἀκήρατον, ἀναμένουσα καιρόν, ἵνα θεῖον ἐντέλλον ἀναδειχθῇ."
"Ἡμῖν δὲ καὶ πρὸς τοὺς ἀπὸ τῆς Ἐκκλησίας ἐστί τις λόγος περὶ τῶν διακριθέντων ὑδάτων, οἳ προφάσει ἀναγωγῆς, καὶ νοημάτων ὑψηλοτέρων, εἰς ἀλληγορίας κατέφυγον, δυνάμεις λέγοντες πνευματικὰς καὶ ἀσωμάτους τροπικῶς ἐκ τῶν ὑδάτων σημαίνεσθαι· καὶ ἄνω μὲν ἐπὶ τοῦ στερεώματος μεμενηκέναι τὰς κρείττονας, κάτω δὲ τοῖς περιγείοις καὶ ὑλικοῖς τόποις προσαπομεῖναι τὰς πονηράς.","Λόγος ἐκκλησιαστικός περὶ τῶν ὑδάτων ὡς πνευματικῶν δυνάμεων, ἀνωτέρας καὶ κατώτερες διακρινομένων."
"Εἰσὶ γὰρ ἐν αὐτοῖς οἳ ἀπείρους οὐρανοὺς καὶ κόσμους εἶναί φασιν, ὧν ὅταν ἀπελέγξωσιν τὸ ἀπίθανον οἱ ἐμβριθεστέραις ταῖς ἀποδείξεσι χρώμενοι, καὶ ταῖς γεωμετρικαῖς ἀνάγκαις συστήσωσι μὴ ἔχειν φύσιν ἄλλον οὐρανὸν γενέσθαι παρὰ τὸν ἕνα, τότε καὶ μᾶλλον καταγελασόμεθα τῆς γραμμικῆς καὶ ἐντέχνου αὐτῶν φλυαρίας, εἴπερ ὁρῶντες πομφόλυγας διὰ τῆς ὁμοίας αἰτίας γινομένας μίαν τε καὶ πολλὰς, εἶτα ἀμφιβάλλουσι περὶ οὐρανῶν πλειόνων, εἰ ἐξαρκεῖ αὐτοὺς ἡ δημιουργικὴ δύναμις παραγαγεῖν εἰς τὸ εἶναι.","Σὺ φῄς πολλοὺς οὐρανοὺς καὶ κόσμους εἶναι, ἀλλὰ τὰ ἀκριβῆ τεκμήρια σε διδάσκουσιν ὅτι εἷς μόνον οὐρανὸς ἔστι· ὥστε αἱ περὶ πολλῶν οὐρανῶν δοξασίαι σοὶ κενὴ καὶ ἀντιφατική δοκοῦσιν."
"Ἐμπίπτοντα δὲ τοῖς πόροις καὶ περιολισθαίνοντα τῆς γῆς τὰ λεπτότατα μόρια, ἐπὶ πλέον ἀνευρύνει τοὺς ὄγκους αὐτῆς ὥστε ῥιζοῦσθαι μὲν εἰς τὸ κάτω, ἐπὶ τὸ ἄνω δὲ προκύπτειν ἰσαρίθμων ταῖς ῥίζαις τῶν καλάμων προβαλλομένων· θαλπομένου δὲ ἀεὶ τοῦ βλαστήματος, συρομένην διὰ τῶν ῥιζῶν τὴν νοτίδα, τῇ ὁλκῇ τοῦ θερμοῦ συνεπάγεσθαι τοῦ τροφίμου τῆς γῆς ὅσον μέτριον, καὶ τοῦτο καταμερίζειν εἰς καλάμην καὶ φλοιὸν καὶ τὰς θήκας τοῦ σίτου, καὶ αὐτὸν τὸν σῖτον καὶ τοὺς ἀνθέρικας· καὶ οὕτω κατὰ μικρὸν τῆς αὐξήσεως γινομένης, ἐπὶ τὸ οἰκεῖον μέτρον ἕκαστον τῶν φυομένων ἀποκαθίστασθαι, εἴτε τι τῶν σιτηρῶν, εἴτε τῶν χεδροπῶν, εἴτε τῶν λαχανωδῶν ἢ φρυγανικῶν τυγχάνοι.","Διερωτῶμαι πῶς ἕκαστον φυτόν κατὰ τὴν οἰκείαν φύσιν αὐτοῦ ἀναπτύσσεται διὰ τοῦ τροφῆς καὶ τοῦ θερμοῦ διανομήν, ἣν τὰ τῆς γῆς μόρια κινουμένα ἐπιτυγχάνουσιν."
"Εἰ δὲ τὸ ἐν σώματι καλὸν ἐκ τῆς πρὸς ἄλληλα τῶν μερῶν συμμετρίας, καὶ τῆς ἐπιφαινομένης εὐχροίας, τὸ εἶναι ἔχει, πῶς ἐπὶ τοῦ φωτὸς ἁπλοῦ τὴν φύσιν ὄντος καὶ ὁμοιομεροῦς, ὁ τοῦ καλοῦ διασώζεται λόγος; Ἢ ὅτι τῷ φωτὶ τὸ σύμμετρον οὐκ ἐν τοῖς ἰδίοις αὐτοῦ μέρεσιν, ἀλλ' ἐν τῷ πρὸς τὴν ὄψιν ἀλύπῳ καὶ προσηνεῖ μαρτυρεῖται; Οὕτω γὰρ καὶ χρυσὸς καλὸς, οὐκ ἐκ τῆς τῶν μερῶν συμμετρίας, ἀλλ' ἐκ τῆς εὐχροίας μόνης, τὸ ἐπαγωγὸν πρὸς τὴν ὄψιν καὶ τὸ τερπνὸν κεκτημένος.","Πῶς ὁρᾷται τὸ καλὸν ἐν τῷ ἁπλῷ καὶ ὁμοιόμορφῳ φωτί; Οὐκ ἐκ τῆς ἐντός συμμετρίας, ἀλλ’ ἐκ τοῦ εὐχρήστου τῆς ὄψεως, ὥσπερ ἐν τῷ χρυσοῦ λαμπρότητι. Ἐν δὲ τῷ σώματι πῶς; Ἐν τῷ σώματι τὸ καλὸν ἐκ τῆς τῶν μερῶν συμμετρίας καὶ τῆς εὐχρώας γίγνεται."
"Μέμνησαι γὰρ δηλονότι τῆς τοῦ Κυρίου εἰκόνος, ὅτι ἄμπελον ἑαυτὸν λέγει, καὶ τὸν Πατέρα τὸν γεωργὸν, καὶ τοὺς καθ' ἕνα ἡμῶν διὰ τῆς πίστεως ἐμπεφυτευμένους τῇ Ἐκκλησίᾳ κλήματα προσηγόρευσε· καὶ προσκαλεῖται ἡμᾶς εἰς πολυκαρπίαν, ἵνα μὴ ἀχρηστίαν καταγνωσθέντες τῷ πυρὶ παραδοθῶμεν· καὶ οὐ παύεται πανταχοῦ τὰς ψυχὰς τῶν ἀνθρώπων ταῖς ἀμπέλοις ἐξομοιῶν.","Ἀδελφοί, μιμνῄσκεσθε πίστιν ἐν τῇ τοῦ Κυρίου εἰκόνι, ὅτι λέγει· «Ἐγώ εἰμι ἡ ἀληθινὴ ἄμπελος». Ὁ Πατὴρ ὁ θεὸς ἡμῶν ἐστὶν ὁ γεωργὸς ὁ ἐπιμελῶς ἡμᾶς ἀνατρέφων. Ἡμεῖς δὲ, διὰ τῆς πίστεως ἐν τῇ ἐκκλησίᾳ ἐμφυτευθέντες, κλήματα ζῶντα ἐσμὲν ὅφειλοντες πολυκαρπίαν φέρειν. Οὐκ ἐξεῖν ἡμῖν μὴ καρποφορεῖν, ὡς ἀχρεῖοι γένηται, ὅτι ὁ μὴ καρπὸν φέρων ἀπεκτείνεται καὶ εἰς πῦρ βαλλεται. Καλοῦμεθα ζωὴν καρποφόρον ζῆν, τὸ θεῖον δῶρον ἀναφαίνειν, ὅπως αἱ ψυχαὶ ἡμῶν οὐδέποτε ἀποσπῶνται ἀπὸ τῆς ἀμπέλου, ἀλλὰ ἀεὶ ἕνωται τῷ Κυρίῳ τῷ ζωὴν δίδοντι. Ἀείποτε οὖν φέρωντες καρπὸν χαρᾷ καὶ ὑπομονῇ, ἡ ζωὴ ἡμῶν ᾖ ὕμνος τῷ Πατρὶ τῷ ἐπουρανίῳ."
"Τίς γὰρ ἀνθρώπων κύριος τοῦ τοιούτου; Πῶς οὖν Ὀζίας ἐγέννησε τὸν Ἰωάθαμ; Ἰωάθαμ τὸν Ἄχαζ; Ἄχαζ τὸν Ἐζεκίαν; καὶ οὐδεὶς ἐν τούτοις δουλικῇ συνέτυχεν ὥρᾳ γενέσεως; Ἔπειτα εἰ καὶ τῶν κατὰ κακίαν καὶ ἀρετὴν ἐνεργημάτων οὐκ ἐκ τοῦ ἐφ' ἡμῖν εἰσὶν αἱ ἀρχαὶ, ἀλλ' ἐκ τῆς γενέσεως αἱ ἀνάγκαι, περιττοὶ μὲν οἱ νομοθέται, τὰ πρακτέα ἡμῖν καὶ τὰ φευκτὰ διορίζοντες, περιττοὶ δὲ καὶ οἱ δικασταὶ, ἀρετὴν τιμῶντες, καὶ πονηρίαν κολάζοντες.","Οὐ λογικὸν ἐστὶ τὴν ἐξουσίαν τῶν νομοθετῶν καὶ δικαστῶν εἶναι, εἰ πάντα ἐξ ἐπιτηδεύματος καὶ οὐχὶ ἐκ ἀτομικῆς εὐθύνης τὰς ἀγαθὰς ἢ κακὰς πράξεις ἔσται, εἴπερ ἡ φύσις καὶ αἱ συνθήκαι τῆς γενέσεως ταῦτα καθορίζουσιν."
"Πρὸς οὖν τί ταῦτα λέγω; Ὅτι ἐπειδὴ πρόκειται ἡμῖν εἰς τὴν τοῦ κόσμου σύστασιν ἐξέτασις καὶ θεωρία τοῦ παντὸς, οὐκ ἐκ τῆς τοῦ κόσμου σοφίας τὰς ἀρχὰς ἔχουσα, ἀλλ' ἐξ ὧν τὸν ἑαυτοῦ θεράποντα ὁ Θεὸς ἐξεπαίδευσεν, ἐν εἴδει λαλήσας πρὸς αὐτὸν, καὶ οὐ δι' αἰνιγμάτων, ἀνάγκη που πάντως, τοὺς τῶν μεγάλων φιλοθεάμονας μὴ ἀγύμναστον ἔχειν τὸν νοῦν πρὸς τὴν τῶν προκειμένων ἡμῖν κατανόησιν.","Οἱ μὲν ἐπιθυμοῦντες βαρέως τὴν γνώσιν τὰς ἀποκαλυφθεῖσας ἀλήθειας οὐκ ἂν εἰς ἀπροετοίμαστοι ὑπάρχωσιν τῷ νοῆσαι, ἐπεὶ ὁ θείος διδάσκαλος ἐν σαφεῖ λόγῳ καὶ ἄνευ μυστηρίων ἐδίδαξεν τὸν πιστὸν ἀγγελοῦντα ὅσα μὴ ἐπὶ τῇ κοιναῖς ἀνθρώπων σοφίαις ἔστη, ὥστε ἡμῖν ἀνατεθῆναι τὸ καθήκον τῆς τοῦ κόσμου θεωρίας καὶ ἐπισκέψεως."
"Ἀλλὰ μίαν εἶπεν, ἤτοι τὸ μέτρον ἡμέρας καὶ νυκτὸς περιορίζων, καὶ συνάπτων τοῦ ἡμερονυκτίου τὸν χρόνον, ὡς τῶν εἰκοσιτεσσάρων ὡρῶν μιᾶς ἡμέρας ἐκπληρουσῶν διάστημα, συνυπακουομένης δηλονότι τῇ ἡμέρᾳ καὶ τῆς νυκτὸς, ὥστε κἂν ἐν ταῖς τροπαῖς τοῦ ἡλίου συμβαίνῃ τὴν ἑτέραν αὐτῶν ὑπερβάλλειν, ἀλλὰ τῷ γε ἀφωρισμένῳ χρόνῳ ἐμπεριγράφεσθαι πάντως ἀμφοτέρων τὰ διαστήματα· ὡς ἂν εἰ ἔλεγε, τὸ τῶν τεσσάρων καὶ εἴκοσιν ὡρῶν μέτρον, μιᾶς ἐστιν ἡμέρας διάστημα· ἢ, ἡ τοῦ οὐρανοῦ ἀπὸ τοῦ αὐτοῦ σημείου ἐπὶ τὸ αὐτὸ πάλιν ἀποκατάστασις ἐν μιᾷ ἡμέρᾳ γίνεται· ὥστε ὁσάκις ἂν ἑσπέρα καὶ πρωΐα κατὰ τὴν τοῦ ἡλίου περιφορὰν ἐπιλαμβάνῃ τὸν κόσμον, μὴ ἐν πλείονι χρόνῳ, ἀλλ' ἐν μιᾶς ἡμέρας διαστήματι τὴν περίοδον ἐκπληροῦσθαι.","Ἕν κύκλον ἐν εἴκοσι τεσσάραις ὥραις συνιστᾷ τὴν ἡμέραν καὶ τὴν νύκτα, διασφαλίζων τὴν ἀεὶ διαδοχὴν τῆς ἑσπέρας καὶ τῆς πρωΐας, ἐν ᾧ ὁ οὐρανὸς τὸν κύκλον τελευτᾷ."
"Ἐπειδὴ δὲ καὶ τῶν τεχνῶν αἱ μὲν ποιητικαὶ λέγονται, αἱ δὲ πρακτικαὶ, αἱ δὲ θεωρητικαί· καὶ τῶν μὲν θεωρητικῶν τέλος ἐστὶν ἡ κατὰ νοῦν ἐνέργεια· τῶν δὲ πρακτικῶν, αὐτὴ ἡ τοῦ σώματος κίνησις, ἧς παυσαμένης οὐδὲν ὑπέστη οὐδὲ παρέμεινε τοῖς ὁρῶσιν· ὀρχήσεως γὰρ καὶ αὐλητικῆς τέλος οὐδὲν, ἀλλ' αὐτὴ εἰς ἑαυτὴν ἡ ἐνέργεια καταλήγει· ἐπὶ δὲ τῶν ποιητικῶν τεχνῶν, καὶ παυσαμένων τῆς ἐνεργείας, προκείμενόν ἐστι τὸ ἔργον· ὡς οἰκοδομικῆς καὶ τεκτονικῆς καὶ χαλκευτικῆς καὶ ὑφαντικῆς, καὶ ὅσαι τοιαῦται, αἳ, κἂν μὴ παρῇ ὁ τεχνίτης, ἱκανῶς ἐν ἑαυταῖς τοὺς τεχνικοὺς λόγους ἐμφαίνουσι, καὶ ἔξεστί σοι θαυμάσαι τὸν οἰκοδόμον ἀπὸ τοῦ ἔργου, καὶ τὸν χαλκέα καὶ τὸν ὑφάντην.","Τέχναι τρεῖς· θεωρητική νοῦς, πρακτική κίνησις, ποιητική ἔργον ἀπέλειπεν."
"Οἱ τῆς γενεθλιαλογίας ταύτης εὑρεταὶ, καταμαθόντες ὅτι ἐν τῷ πλάτει τοῦ χρόνου πολλὰ τῶν σχημάτων αὐτοὺς διαφεύγει, εἰς στενὸν παντελῶς ἀπέκλεισαν τοῦ χρόνου τὰ μέτρα· ὡς καὶ παρὰ τὸ μικρότατον καὶ ἀκαριαῖον, οἷόν φησιν ὁ ἀπόστολος, τὸ ἐν ἀτόμῳ, καὶ τὸ ἐν ῥιπῇ ὀφθαλμοῦ, μεγίστης οὔσης διαφορᾶς γενέσει πρὸς γένεσιν· καὶ τὸν ἐν τούτῳ τῷ ἀκαριαίῳ γεννηθέντα, τύραννον εἶναι πόλεων, καὶ ἄρχοντα δήμων, ὑπερπλουτοῦντα καὶ δυναστεύοντα· τὸν δὲ ἐν τῇ ἑτέρᾳ ῥοπῇ τοῦ καιροῦ γεννηθέντα, προσαίτην τινὰ καὶ ἀγύρτην, θύρας ἐκ θυρῶν ἀμείβοντα τῆς ἐφ' ἡμέραν τροφῆς ἕνεκα.","Πτωχὸς καὶ πλάνης μένει ὃς ἐν ἑτέρᾳ στιγμῇ γίγνεται, δυνάστης δὲ ὃς ἐν στιγμῇ φευγομένῃ ἐξέρχεται εἰς τὸν κόσμον· ἀντιθέτους οὖν τοὺς μοίρας ἀπὸ τῶν μικρῶν γεννήσεων διαφορῶν, ἐν τῷ βραχὺ χρόνῳ τῷ ὑπὸ τῶν σοφιστῶν πεπλεγμένῳ."
"Τί περισσότερον ποιοῦσιν οἱ ἐπὶ τῶν διαγραμμάτων σεμνῶς καθεζόμενοι, καὶ τὴν κόνιν καταχαράσσοντες, τριῶν προτάσεων ἀναιροῦντες τὰς δύο, καὶ ἐν τῇ λειπομένῃ τὸ ἀληθὲς ἐξευρίσκοντες; Τὸ δὲ μνημονικὸν τῆς χάριτος τοῦ ζῴου, τίνα τῶν ἀχαρίστων πρὸς εὐεργέτας οὐ καταισχύνει; Ὅπου γε καὶ φονευθεῖσι δεσπόταις κατ' ἐρημίαν, πολλοὶ τῶν κυνῶν ἐπαποθανόντες μνημονεύονται.","Τίνες ἀληθείας ζητοῦσι, ἀφαιροῦντες μέρη, ἀλλ’ ἀχάριστον ἐστὶ τὸν βοηθοῦντα μὴ τιμᾶν."
"Οὐδὲ ἐπειδὴ οἱ τὰ περὶ κόσμου γράψαντες πολλὰ περὶ σχημάτων γῆς διελέχθησαν, εἴτε σφαῖρά ἐστιν, εἴτε κύλινδρος, εἴτε καὶ δίσκῳ ἐστὶν ἐμφερὴς ἡ γῆ, καὶ ἐξίσου πάντοθεν ἀποτετόρνευται, ἢ λικνοειδής ἐστι, καὶ μεσόκοιλος (πρὸς πάσας γὰρ ταύτας τὰς ὑπονοίας οἱ τὰ περὶ τοῦ κόσμου γράψαντες ὑπηνέχθησαν, τὰ ἀλλήλων ἕκαστος καταλύοντες), οὐ παρὰ τοῦτο προαχθήσομαι ἀτιμοτέραν εἰπεῖν τὴν ἡμετέραν κοςμοποιίαν, ἐπειδὴ οὐδὲν περὶ σχημάτων ὁ τοῦ Θεοῦ θεράπων Μωϋσῆς διελέχθη, οὐδὲ εἶπε δέκα καὶ ὀκτὼ μυριάδας σταδίων τὸ περίμετρον ἔχειν τῆς γῆς· καὶ τὸ ἀπ' αὐτῆς σκίασμα, ἐν τῇ ὑπὸ γῆν τοῦ ἡλίου κινήσει, ἐπὶ πόσον χωρεῖ τοῦ ἀέρος οὐ διεμέτρησε· καὶ πῶς τοῦτο τῇ σελήνῃ προσενεχθὲν τὰς ἐκλείψεις ποιεῖ.","Μωϋσῆς, θεοῦ θεράπων, οὐδὲν τῶν τοῦ κόσμου σχημάτων ἢ μετρήσεων ἀκριβῶς διελέχθη, οὐδὲ τὰς σεληνιαίας ἐκλείψεις ἐξηγήσατο λεπτομερώς."
"Καὶ τὰ περὶ τὸν ἀέρα δὲ πάθη ταῖς μεταβολαῖς ταύτης συνδιατίθεται, ὡς μαρτυροῦσιν ἡμῖν αἵ τε κατὰ τὴν νουμηνίαν πολλάκις ἀπὸ γαλήνης καὶ νηνεμίας αἰφνίδιοι ταραχαὶ, νεφῶν κλονουμένων καὶ συμπιπτόντων ἀλλήλοις, καὶ αἱ περὶ τοὺς εὐρίπους παλίρροιαι, καὶ ἡ περὶ τὸν λεγόμενον ὠκεανὸν ἄμπωτις, ἣν ταῖς περιόδοις τῆς σελήνης τεταγμένως ἑπομένην ἐξεῦρον οἱ προσοικοῦντες.","Αἱ μεταβολαὶ τοῦ ἀέρος αἰτίαι εἰσίν τοῖς φαινομένοις ὡς ἄνεμοι ἀπρόοπτοι, παλίρροιαι τε καὶ ἀμπωτίαι, ταῖς σεληνιαίοις περιόδοις ἑπομέναι."
"Διότι κἂν τῆς βαθείας καρδίας τοῦ συγγραφέως μὴ ἐφικώμεθα διὰ τὸ τῆς διανοίας ἡμῶν ἀσθενὲς, ἀλλὰ τῇ γε ἀξιοπιστίᾳ προσέχοντες τοῦ λέγοντος, αὐτομάτως εἰς συγκατάθεσιν τῶν εἰρημένων ἐναχθησόμεθα Μωϋσῆς τοίνυν ἐστὶν ὁ τὴν συγγραφὴν ταύτην καταβαλλόμενος· Μωϋσῆς ἐκεῖνος ὁ μαρτυρηθεὶς ἀστεῖος εἶναι παρὰ τῷ Θεῷ, ἔτι ὑπομάζιος ὤν· ὃν εἰσεποιήσατο μὲν ἡ θυγάτηρ τοῦ Φαραὼ, ἐξέθρεψε δὲ βασιλικῶς, τοὺς σοφοὺς τῶν Αἰγυπτίων διδασκάλους αὐτῷ τῆς παιδεύσεως ἐπιστήσασα.","Ἡ περὶ τῆς οὐσίας τῶν ὄντων ἔρευνα πολυμερής καὶ μακρά ἐστιν, διὰ τοῦτο ἀποφεύγεται ἵνα μὴ βλάπτῃ τὴν τῆς Ἐκκλησίας οἰκοδομήν."
